age,income,employment_status,credit_score,loan_amount,loan_tenure,debt_ratio,previous_defaults,existing_loans,defaulted,risk_category
57.38929607874197,51746.51122458931,Self-Employed,667.0961388476584,14219.338162360526,24,0.0525,0,1,0,Low
37.100225832702606,21299.664863083526,Salaried,632.1306989443813,1000.0,24,0.0672,0,1,1,Very High
41.56014197551741,17897.439381734162,Unemployed,663.113816006409,9612.109698625034,24,0.0537,2,0,1,Very High
37.66505194468617,16248.687583918801,Unemployed,638.5931134576952,9381.038825743324,24,0.1827,0,2,1,Very High
41.99204906365325,15325.901794352309,Unemployed,596.0214037780651,6163.053645270842,24,0.0902,2,2,1,Very High
33.33240664214034,40068.25011914288,Salaried,586.0533400710667,33354.654886538214,72,0.0832,1,0,1,Very High
40.070500920596956,65098.292271730395,Salaried,660.7535047179205,54560.31567505161,24,0.0838,1,0,1,High
36.455431813859164,10000.0,Self-Employed,641.5524502590779,10396.432025580256,36,0.129,0,1,1,Very High
20.591391375454407,8482.657564804369,Unemployed,629.1011291265561,4742.439508000514,72,0.1309,2,3,1,Very High
49.885760585578815,25869.82987211575,Self-Employed,677.5611607750061,6859.782181335264,72,0.0265,0,0,0,Medium
23.17516186850527,24015.95457603035,Student,603.049272714007,16990.01065765103,60,0.1207,1,2,1,Very High
30.843520778490664,19469.67854556949,Unemployed,581.5992557927993,5242.492633015062,72,0.0269,2,0,1,Very High
41.11569141022946,90459.19970017063,Salaried,658.6775466813845,75350.95292482674,12,0.2083,1,2,1,Very High
40.581651276123296,73010.87632313896,Salaried,590.4474684611021,5449.819610087288,36,0.1325,0,2,1,Very High
45.92514217928393,81277.30794131353,Salaried,615.1435355346579,40219.702630543594,48,0.0495,0,0,1,High
44.26677671958777,16005.644377083278,Unemployed,658.5638460759772,3811.4510155373027,36,0.0863,0,1,1,Very High
32.95555610405523,65774.07317144705,Salaried,620.6465770075831,38490.18406891632,72,0.0585,0,0,1,High
19.527031879796382,20771.02878942933,Student,538.4942841474403,17464.63408010895,36,0.1091,0,1,1,Very High
45.921192604461496,14950.05950928889,Self-Employed,589.9008899620322,5553.653356971334,48,0.0871,1,2,1,Very High
33.71789499615832,30896.473542180367,Self-Employed,642.5519689850158,6132.376822910349,48,0.0823,1,1,1,Very High
23.647000844810993,11667.511266839205,Student,694.3126162309301,11110.91197884124,48,0.1202,1,1,1,Very High
50.18248085762479,63415.91918023977,Salaried,649.3455514968409,9061.034286103553,72,0.1393,0,2,1,Very High
30.089488071919845,57221.01177321257,Self-Employed,653.9700767783202,50542.030286205845,24,0.1133,0,1,0,High
59.43491116437337,16292.928266330642,Unemployed,605.6360971429609,18929.445360802725,60,0.1162,0,0,1,Very High
56.5607147839841,31919.601645773546,Unemployed,613.1117891383791,16513.69087345669,84,0.0517,0,0,1,Very High
40.89215517519649,20521.997283807126,Unemployed,652.4591549729645,13349.715478995597,12,0.1401,0,3,1,Very High
47.07754054217858,14658.635825380868,Unemployed,606.8087267525041,8729.76062118594,60,0.1846,1,2,1,Very High
36.61020982250584,43297.07887019927,Salaried,603.6700180276785,5890.831233490684,72,0.0136,0,0,1,Very High
31.85583876536921,14509.392529136525,Unemployed,608.3132804979102,4388.235964629559,72,0.3302,0,3,1,Very High
50.01177897984473,38850.581253645505,Self-Employed,702.2263714687227,22187.111724705548,60,0.1071,1,2,1,Very High
48.34170322218887,59945.553748538834,Salaried,648.6218461661109,23696.4595928818,36,0.0395,1,0,1,Very High
48.48668971399354,52484.41456733198,Self-Employed,562.9334837246549,61564.34282954018,36,0.2173,0,1,1,Very High
24.282115488988424,16650.206686690897,Student,625.0109531820847,3717.0513527969624,12,0.0848,0,1,1,Very High
43.20895603193608,85112.16177043217,Salaried,567.2009230187582,54860.48914605138,48,0.1895,0,2,1,Very High
56.16067254518247,25873.07837645452,Salaried,666.6016070121542,14927.001008760077,48,0.1577,0,4,1,Very High
47.27610232843136,74533.4226093683,Self-Employed,691.3817935974007,56236.71709883958,24,0.138,2,1,1,Very High
34.34061280585757,37922.30508889242,Self-Employed,640.9178681045727,9955.618684951743,24,0.0263,2,0,1,Very High
49.1833548739243,84019.8293859762,Salaried,657.3214487716439,46030.320183290954,36,0.3548,0,3,1,Very High
53.76806775002222,49971.37523928739,Salaried,654.5143537210636,31329.64265640973,36,0.1627,0,4,1,Very High
40.16636618790041,49797.901098983275,Self-Employed,663.0269489547238,30825.0629543333,72,0.0869,0,1,1,High
20.911083667454196,13508.128752420806,Student,588.602218342891,17002.264292865937,24,0.3259,1,2,1,Very High
47.3410330813477,79329.30408620817,Salaried,652.544680615553,20941.563625594667,36,0.0264,2,0,0,High
25.394324070013035,10000.0,Self-Employed,727.2898567994945,8407.45597643449,60,0.3841,1,3,1,Very High
41.55406579285695,54711.0299006859,Salaried,583.5370379550782,40116.50848805716,48,0.1733,0,1,1,Very High
33.0756686686804,19545.230782321545,Student,625.1647367580738,17170.00561665864,84,0.2128,1,2,1,Very High
20.0,22542.71255717304,Unemployed,572.6985287476846,15728.579939839923,72,0.0698,2,0,1,Very High
40.907504548774796,20327.233907948645,Self-Employed,740.7369671232786,13844.2009304193,48,0.3681,1,3,1,Very High
49.50756358015004,28794.905766528067,Self-Employed,650.2652543684828,16321.215857272207,24,0.0817,1,1,0,High
20.392363647920718,12504.572001106259,Student,632.1013820270209,7729.322494910842,48,0.1243,2,1,1,Very High
45.27445586243751,61087.360996492236,Salaried,635.9578552757416,22249.08483636559,48,0.0364,0,0,1,High
47.0857413505892,13654.045707172056,Unemployed,544.2496652916232,13254.538232796016,72,0.0971,1,0,1,Very High
32.278856296926826,7690.44589096689,Unemployed,618.7460841869408,1000.0,60,0.038,0,1,1,Very High
50.318271203562595,62863.855699075684,Salaried,636.159379332878,9544.215713074133,24,0.0152,0,0,1,High
45.71063584288509,72445.58245036437,Self-Employed,645.5803591032346,28741.03718034298,72,0.1022,0,1,0,High
33.489689758727636,19972.164063766046,Unemployed,634.7885228459187,15349.470793396613,36,0.1769,0,1,1,Very High
40.841763555488875,85384.31663951199,Salaried,674.6477269973312,14413.377399612567,12,0.0794,1,1,0,High
33.28844898353975,100744.38770121787,Salaried,648.5882882791102,106687.87853644894,12,0.1059,2,0,1,Very High
22.19797855855958,22646.26482323501,Student,658.1961847067614,18183.06498970897,48,0.1303,1,2,1,Very High
46.47771921230206,48965.86356282483,Salaried,696.5967430688796,35520.9234873171,48,0.1225,1,2,1,Very High
41.8545356366749,68043.8576354381,Salaried,731.6691040203584,50050.772422214126,12,0.0736,1,0,1,Very High
43.496736747215486,43061.34430276285,Salaried,657.2067077210855,9929.361062622856,24,0.0481,0,1,1,Low
19.826905033552066,21565.99068587816,Student,637.4843518043718,21099.77742659248,72,0.1978,1,1,1,Very High
26.861160504787144,16166.336745656572,Unemployed,585.8874899783477,10931.037792443558,60,0.1926,1,2,1,Very High
40.173870610388846,60928.694064411495,Self-Employed,631.0136156831823,69314.84936200216,84,0.1763,0,1,1,Very High
47.29999238902168,20696.47368849366,Self-Employed,635.6831523448889,1382.7942220319533,60,0.3067,0,3,1,Very High
51.22429289853693,10065.959292844791,Unemployed,590.827971455563,7825.307810066242,48,0.1527,0,3,1,Very High
29.206165726009935,13575.775722699673,Unemployed,632.8778990776847,4567.906238797772,84,0.0836,0,2,1,Very High
52.048573975392344,63992.42322376531,Salaried,550.0170793789154,9066.331011945644,60,0.0142,0,0,0,High
21.66188902886362,17143.7064417813,Unemployed,654.2255236157516,11885.21920340714,12,0.1318,1,1,1,Very High
23.71861260682877,17947.422016229113,Student,626.7168898980259,7919.202918933713,48,0.1441,0,1,1,Very High
22.966680570034192,30290.821542457772,Student,620.4222395178533,20415.197337921403,60,0.0674,0,0,1,Very High
41.33338645514721,46549.636622315724,Salaried,613.5354229899235,9204.462197167433,84,0.0198,1,0,1,Very High
24.149522838574203,19238.337956190706,Student,512.8042662371031,8412.70097931647,36,0.1062,0,1,1,Very High
33.81345349106353,126142.19593125582,Salaried,697.9102735024348,23712.88764696135,60,0.1438,2,2,1,Very High
37.28608739881598,13321.288271114228,Unemployed,651.5902520579922,7201.59980848267,72,0.1166,0,1,1,Very High
23.952970960812294,23695.343553277267,Unemployed,568.900113002419,23249.590860248634,48,0.1606,1,1,1,Very High
18.0,39218.33350389554,Student,549.0862263605096,6535.69311839359,36,0.0792,0,1,1,Very High
23.043266077690138,18464.691252734166,Student,582.8421332011576,13208.959952594252,60,0.0965,0,1,1,Very High
31.57706625819812,3507.9669297640867,Unemployed,583.0166848916815,3717.5188352225623,24,0.306,1,2,1,Very High
47.31151743288024,93595.79702364247,Salaried,696.6486991757989,93825.08957653557,24,0.1627,0,1,1,High
27.544847023646664,15384.946891420548,Student,619.6262196589586,8579.509275468203,48,0.0808,1,1,1,Very High
45.30090446853907,22283.293876027717,Unemployed,580.9839490906062,20421.075120832957,60,0.1541,0,1,1,Very High
44.821520429068855,49064.62316960806,Self-Employed,676.3582490092213,21516.004256286174,60,0.1689,0,2,1,Very High
34.22854523503465,48009.320219939254,Salaried,666.238766180352,53057.55890274946,36,0.1355,3,1,1,Very High
33.521784260677634,8052.05667583511,Unemployed,635.8001373686047,1000.0,36,0.0124,1,0,1,Very High
42.502173368371835,86592.09010904413,Self-Employed,653.5444412618339,54069.778907859276,24,0.0624,0,0,0,Medium
60.93754563235065,13443.806184093766,Unemployed,631.1219544073615,13218.581397953363,36,0.0983,1,0,1,Very High
32.3095491302099,6144.4190880112055,Unemployed,649.5917288920557,9006.423102634284,60,0.1716,0,1,1,Very High
34.722900218048366,77562.86585620017,Salaried,702.3526019659668,52159.24936811893,72,0.3672,1,3,1,Very High
20.0,11690.202270474076,Unemployed,591.3511085615729,11345.75156749346,24,0.0971,0,0,1,Very High
42.563514180192456,19688.763946415067,Unemployed,515.8447762732404,23051.65877104436,72,0.1171,0,0,1,Very High
42.06116114352376,16725.8238327624,Unemployed,606.6361073677596,13042.77421146201,60,0.203,0,2,1,Very High
29.410536875666885,10000.0,Self-Employed,553.8887994460972,4678.162841547736,36,0.1093,0,1,1,Very High
40.81368791361122,78815.34763244532,Salaried,615.4383882942791,88344.93258174049,84,0.2121,0,1,1,Very High
43.49563180010443,66204.18736171284,Salaried,697.74905214658,78635.22617821796,60,0.1813,2,1,1,Very High
20.0,20831.129707348722,Unemployed,661.1683449159883,23078.074471368367,36,0.1358,0,1,1,Very High
50.01700192192041,81552.63322366601,Salaried,700.5698722847952,1000.0,60,0.1262,1,2,1,Very High
33.280290183353394,12000.0,Salaried,703.9614803509263,12146.273470531729,24,0.3012,1,2,1,Very High
55.697541902822806,12092.401161157182,Unemployed,612.6863260257227,10308.298014665046,60,0.1602,0,3,1,Very High
32.98339729318963,101884.8120658852,Salaried,736.1671008225522,1854.6478453910313,60,0.1268,0,2,0,Low
27.936439042863533,13163.89348280561,Student,693.5279079334658,10100.98484671907,60,0.0767,1,0,1,Very High
37.57370298504691,74778.12954082615,Self-Employed,660.4122529708937,42387.19320648176,48,0.2567,1,2,0,Very High
24.643212569850657,22902.42354383362,Student,631.6573769084241,17531.692194223913,24,0.1015,3,1,1,Very High
42.43592410467004,52177.82599579157,Salaried,686.9299792042707,51533.53131765974,12,0.0988,0,0,0,Low
35.406927843871564,28496.00223812485,Unemployed,593.0934113503665,15743.59400274974,72,0.0552,0,0,1,Very High
33.44247073714644,86803.32067381324,Salaried,631.7758286904356,63905.292802037424,12,0.1986,0,2,1,Very High
20.49349251748038,20631.764195319098,Student,601.0366693364414,4407.707619669511,36,0.0214,0,0,1,Very High
45.78549840329745,50026.71722995134,Salaried,683.3707523633043,16362.88022641747,36,0.3327,0,3,0,High
41.25397608433944,25922.522733809557,Self-Employed,687.2734127592427,10533.342834473944,24,0.0406,0,0,0,Low
34.426384395879225,58136.96491042728,Salaried,665.734416001736,11739.941888348158,36,0.0827,0,1,0,Low
44.71335564962024,73053.02274901132,Salaried,670.3833729321459,47056.161983106744,36,0.0894,0,1,0,Low
45.307112131133835,69037.4551980478,Salaried,526.5187527580875,56586.47939133534,48,0.107,0,1,1,Very High
28.672935727320375,23612.995158292335,Student,624.7464775470337,7235.182428349166,60,0.1306,1,1,1,Very High
42.54630599346379,35080.78996291981,Salaried,678.3843557857714,25298.34316579096,24,0.0721,1,0,1,Very High
18.560073611551868,20058.15167606777,Student,601.4495841404415,9520.267055945264,60,0.11,0,1,1,Very High
40.719962693440465,70786.92161679968,Salaried,687.1419009477169,43896.939028262816,72,0.1245,0,1,0,Low
55.359592729298534,58235.88074690945,Salaried,694.8719557636085,54413.109648921316,12,0.1559,1,1,1,Very High
20.23958036779147,29344.564432998108,Student,619.9917043615386,19915.79719190649,72,0.0679,0,0,1,Very High
40.29603444196641,69751.1489196775,Self-Employed,747.4214611622672,51944.50047890447,48,0.0995,0,1,0,High
48.324909062608626,35601.21570744863,Salaried,721.3890811540848,45458.20830829245,24,0.1527,0,1,1,High
35.985431074254414,20374.12662329107,Salaried,652.1990023711112,19961.083169118727,48,0.123,0,1,0,Very High
29.929246421639775,27419.29511182155,Student,634.7318821450818,26315.62158792735,60,0.146,1,2,1,Very High
34.10212083185481,70140.3970379243,Salaried,643.2586916529114,49071.962483286305,36,0.07,0,0,1,Very High
55.995656465121534,65334.598489232594,Salaried,612.192486031003,1141.376587781233,48,0.1267,0,2,1,Very High
36.243530014490666,44433.28291989071,Self-Employed,678.2237423069286,15340.362048649078,72,0.097,0,1,1,High
28.033963784347762,35733.63553586167,Self-Employed,770.1721577789707,32392.181367874673,12,0.1531,0,1,0,High
46.299734868343094,43264.722960033854,Self-Employed,729.0009908316906,28547.722695083812,84,0.191,0,2,1,Very High
45.499188596593235,58650.11543791728,Self-Employed,562.0973962241262,47225.912142527355,48,0.2055,0,2,1,Very High
50.63482127291686,58232.22922637644,Salaried,643.1065879659226,25193.171903580293,36,0.0433,2,0,1,Very High
53.21577141107776,71657.20201979612,Salaried,689.8913514757213,57453.85998175525,12,0.0802,0,0,1,Medium
27.174638186492757,18223.85766244018,Unemployed,616.7812264642499,10492.046569434246,48,0.1201,0,1,1,Very High
18.555580396329766,8624.227256793642,Student,574.4119408732565,6565.079544606257,24,0.1761,1,1,1,Very High
20.20109799851628,11274.224830612777,Student,620.0666581122754,4531.569742137297,60,0.0402,0,0,1,Very High
44.86787336443969,10718.765700389093,Unemployed,591.3865761456303,3717.5967992846045,48,0.2222,1,3,1,Very High
33.85992891205059,75242.60697535399,Self-Employed,679.5514142795355,64250.788733585025,36,0.1479,0,1,0,Medium
28.76437449318817,15470.178635075288,Unemployed,676.3647285439419,8460.06528888234,60,0.2422,0,3,1,Very High
60.53614180427039,19210.820320952946,Self-Employed,672.9019101789298,16559.58246288609,24,0.2112,0,2,1,Very High
41.4199243640573,53951.995644940995,Salaried,611.561745061633,49226.102997886526,24,0.1412,1,2,1,Very High
39.98945115677569,12528.5014407185,Unemployed,612.730297820646,6708.805679298583,24,0.0535,0,0,1,Very High
50.45313559023113,41086.68496269909,Self-Employed,649.8515632195335,12337.17029109109,72,0.03,0,0,1,Very High
20.187271525142485,21961.436925965427,Student,669.9110255587366,9032.2866505821,84,0.0411,1,0,1,Very High
37.41495203599237,3000.0,Unemployed,600.4276958441596,3648.967406548755,48,0.1466,4,1,1,Very High
44.71360307907029,53457.984490786774,Self-Employed,613.4673609802479,49096.456717786736,36,0.1168,1,1,1,Very High
38.479971501941414,56558.33240638329,Salaried,631.0741273034045,25391.796860416685,48,0.0699,2,1,1,Very High
52.0081317446856,61722.700713109385,Salaried,654.8771023713927,33767.443784386465,48,0.1047,0,2,0,Medium
20.0,11228.477880317392,Unemployed,618.8371285292925,7310.935976776647,72,0.0651,0,0,1,Very High
31.908963312280335,83477.78210664079,Salaried,622.2414602091801,47965.287381611255,48,0.1825,1,2,1,Very High
54.68192252998526,51256.43196290351,Salaried,659.4524821211864,12810.218513567243,60,0.125,0,1,0,Low
20.8845182497194,5000.0,Student,610.4698166596592,3129.2092689181522,24,0.0626,1,0,1,Very High
24.804456194635748,24619.95808154327,Salaried,646.048532891309,4394.150890552328,48,0.1178,0,4,1,Very High
51.53486156005562,3000.0,Unemployed,598.6425453377955,1670.0954283122337,48,0.0557,0,0,1,Very High
25.7044877412003,21634.42644591845,Student,674.7795028345874,15460.940386678114,60,0.1715,0,1,1,Very High
43.633168062152905,87881.8725707914,Self-Employed,593.5997203768159,104398.36918597156,60,0.1813,0,1,1,Very High
47.224754859307936,18114.244346990406,Unemployed,655.328108893606,6999.4462304509525,60,0.0886,2,2,1,Very High
32.021195578079485,64417.50834800284,Salaried,610.6071704296695,26507.329475208044,72,0.0411,3,0,1,Very High
46.96512908072566,27138.917714358315,Self-Employed,678.7301507100402,28908.50980987569,36,0.1565,1,2,1,Very High
30.38232015200479,83176.74071318822,Self-Employed,675.255824716782,59395.348232870056,36,0.0714,1,0,1,Very High
43.601710183951475,57917.059784361874,Salaried,643.4737258282772,27365.813079172673,60,0.0723,2,1,1,Very High
39.03504129747226,4060.9813039151104,Unemployed,543.8849187161495,3693.6087441697136,60,0.091,0,0,1,Very High
24.275655793244255,10241.644223028015,Student,588.9723723203884,2011.2246261025666,12,0.0821,0,1,1,Very High
64.45542626406369,33564.4415345124,Self-Employed,568.9234902702652,1000.0,48,0.028,1,1,1,Very High
39.50776571229107,49680.396209602695,Salaried,653.782180473986,38553.159417007155,84,0.1776,0,1,1,Very High
27.028019789447157,66504.04819669454,Salaried,667.0946569168356,60547.134662954006,12,0.091,0,0,1,High
47.33450798163409,55595.51607846665,Self-Employed,689.9055366019604,36269.16992753075,60,0.1402,2,3,1,Very High
42.42820206718413,84599.91651365063,Salaried,629.1445715366847,19122.63810368617,48,0.0851,2,1,1,Very High
44.650765542597696,65300.13523969273,Self-Employed,647.2213867132862,67719.70421213514,12,0.1037,2,0,1,Very High
18.0,15637.680001794479,Student,575.5279161573942,11775.475726218949,60,0.1378,0,1,1,Very High
48.95592581698661,69417.35023668442,Salaried,663.010265657119,43864.36562032026,84,0.1257,0,1,0,Medium
18.0,22924.682302890305,Student,562.3424001455818,14384.497007967871,48,0.0627,1,0,1,Very High
26.178385898253683,14631.66480789316,Student,650.8419797105994,10676.6047810281,36,0.073,1,0,1,Very High
23.071132460361387,10225.354534311224,Student,597.5878718272177,8820.468627656306,12,0.1488,0,1,1,Very High
26.078019583911125,20596.37096751721,Student,613.635090469455,10673.633485883385,12,0.1518,0,1,1,Very High
27.388139790124278,26117.070707096515,Student,559.6778599231412,21066.27837267801,60,0.1557,0,3,1,Very High
20.0,20803.847497462368,Unemployed,632.6960319409861,22757.862480569765,48,0.3094,2,2,1,Very High
28.086027645920765,26742.98614912788,Unemployed,610.8201523375176,19362.873797335822,36,0.2724,0,2,1,Very High
27.469620922915034,21522.339496922083,Self-Employed,693.6256163887421,16260.02854264069,12,0.2755,1,2,1,Very High
39.79026773201815,11706.607194451295,Unemployed,654.593821625541,3621.291054228268,60,0.1059,1,3,1,Very High
47.49656086860416,81934.7248838213,Salaried,687.1838026771155,54764.9470659403,24,0.0918,1,1,1,High
30.192825632816213,81344.5955817014,Self-Employed,622.1912990899959,39747.3049388347,60,0.2364,1,3,1,Very High
42.237473461798984,62609.14442404747,Self-Employed,674.6376271497377,51180.89731532681,60,0.1442,0,1,1,High
24.60334350743469,19750.61303168829,Student,578.5274066363738,10723.612994984222,48,0.2543,1,2,1,Very High
40.13948690266232,56305.04640427635,Salaried,662.1888524113689,3898.662906165344,72,0.0819,0,3,1,Medium
48.94599154615517,5828.866237625303,Unemployed,554.6598474105175,3065.3727228869543,12,0.1526,1,4,1,Very High
28.85893621634731,79051.80433719927,Salaried,661.8623643740758,125417.79727065464,24,0.1837,0,1,0,Very High
18.0,12528.085564371071,Student,587.8330666236554,13820.182978223604,24,0.1728,0,1,1,Very High
33.37574936947112,39607.065011675746,Salaried,688.6299222877465,47467.01480374427,36,0.1198,0,0,0,Medium
31.403729775773083,55063.66750654694,Salaried,690.1953361248807,23798.004047845854,48,0.0932,0,2,1,High
45.79292337932149,29713.4454153316,Self-Employed,665.3530625948108,33033.29168365214,36,0.1112,1,0,1,Very High
33.27006143941038,43801.52992656772,Salaried,657.9688406100448,18471.341680553145,48,0.2297,2,3,1,Very High
45.61308693831203,55036.1515313126,Salaried,614.8001857275661,29365.25400385204,36,0.1784,0,2,1,Very High
24.46231466363171,20046.464308163926,Student,618.8216215114718,15565.147913583536,72,0.0776,1,0,1,Very High
51.007168725158266,77657.98859264658,Self-Employed,633.9374944556108,56880.25620846566,12,0.1732,2,1,1,Very High
24.390234374168653,15930.456166065143,Student,618.088881236519,2602.89215907363,24,0.1413,0,2,1,Very High
18.0,5000.0,Student,604.4747629524445,5346.136086642131,24,0.2069,2,1,1,Very High
51.62776648152154,11494.40359247454,Self-Employed,615.1407478161434,5517.610346301273,24,0.123,1,3,1,Very High
51.26179602399497,69047.76571216978,Salaried,656.3371872389041,53157.71060055168,24,0.1395,0,1,0,Medium
44.79161175614072,77414.25678457094,Salaried,710.6918533962005,9219.313017050314,60,0.0119,1,0,0,Low
41.48901808561159,69037.5041273488,Salaried,618.4646485939633,7607.766526397103,48,0.136,0,2,1,Very High
39.215696246491106,41339.875953580144,Salaried,563.8947938903443,21166.411303698525,36,0.0762,0,1,1,Very High
46.537856369086974,41266.882190295204,Salaried,610.9729940757298,34921.379403139894,60,0.0846,0,0,1,Very High
29.413104296949697,85484.0154623776,Salaried,678.3860537202747,81315.19514380977,24,0.0951,0,0,0,High
30.493795066013238,71367.18453149467,Salaried,652.690163990361,50657.38407261658,36,0.1335,0,1,1,High
37.400439803076196,12701.903859128135,Self-Employed,688.0067734127072,6678.7754948144375,72,0.1776,1,2,1,Very High
22.0,54088.627209060585,Salaried,697.9941685645979,53076.95159148,36,0.2231,1,2,1,Very High
49.521823952973364,23384.491426436784,Unemployed,574.8870236308575,2376.3916356566187,36,0.0602,0,2,1,Very High
29.19918652588811,16787.92580039,Unemployed,548.5472742445122,6760.457231397965,60,0.0653,0,1,1,Very High
39.611864899088886,60162.71098141517,Salaried,600.3032695039573,51822.21174289761,36,0.0861,0,0,1,Very High
41.88718229908775,55459.40762866652,Salaried,619.9269083738152,17165.05912982267,24,0.431,1,4,1,Very High
48.777363257873255,14118.024243224812,Self-Employed,697.6571406553612,4629.276909132396,48,0.1078,0,3,1,Very High
41.519275954522456,38476.68578979833,Self-Employed,637.4407254868019,29265.892466286143,72,0.1386,0,1,1,Very High
35.234328556431755,72634.24682456517,Salaried,692.705828972308,29239.771697353146,48,0.3403,0,3,1,Very High
39.76039148220536,64989.9056402843,Salaried,603.058398760239,44735.96756948712,36,0.1688,1,1,1,Very High
41.97613072147185,45268.173661609304,Salaried,660.946500822599,35501.13196835931,84,0.0784,0,0,1,Medium
45.702949467078305,46601.91309985619,Self-Employed,645.8654226238806,31121.51153552608,12,0.1293,0,1,1,Very High
47.29176755738176,78098.16524238054,Self-Employed,614.8168748581066,52306.03449888125,48,0.1295,0,1,1,Very High
69.0918598719949,57972.79602191331,Self-Employed,609.2493345537308,24059.655471075217,84,0.0415,1,0,1,Very High
22.08269204388402,35098.7833954559,Salaried,705.7266295546458,9481.23231161142,60,0.027,3,0,1,Very High
32.93562048692022,72098.39671890155,Self-Employed,635.1316235883863,36963.72423431686,72,0.0763,1,1,1,Very High
