age,monthly_income,employment_status,years_of_employment,credit_score,existing_loan_amount,loan_amount_requested,loan_tenure_months,purpose_of_loan,approved,decision
30.418407640974635,61052.99014642734,Self-Employed,0.5423527171720979,612.430158137639,11901.042788822513,213685.4655124957,36,Other,1,Approved
35.83832575164697,87777.7026153625,Salaried,4.585537084867944,619.2744114178981,66467.16714385164,1053332.4313843502,60,Home,1,Approved
46.052149317300696,73423.40302408709,Salaried,5.504511278493206,697.5566779675305,18939.417244269192,403828.716632479,36,Vehicle,1,Approved
40.365016668952656,99587.73101496731,Salaried,4.603209059868311,659.9877869322585,14645.701140535648,697114.1171047712,60,Vehicle,1,Approved
28.09382185399523,55785.37786596516,Self-Employed,3.1416246735741784,580.2443639300593,6467.99447593967,195248.82253087807,36,Other,0,Rejected
50.31696128156538,51157.58429054257,Salaried,0.045521312650564916,648.6191578967223,7930.378581533043,358103.09003379795,60,Personal,1,Approved
37.21720300418167,64967.272683365634,Salaried,4.859133386670249,729.1272589950935,5465.210101200561,227385.45439177973,84,Home,1,Approved
39.553304453884095,78182.12934063803,Salaried,3.5892739633859727,751.8896167899311,30842.573911249943,273637.4526922331,48,Business,1,Approved
53.80767538414926,61399.44532104553,Self-Employed,0.0,634.6500603394447,8125.04974606815,276297.5039447049,36,Business,0,Rejected
31.285667162786062,36018.26539874275,Student,0.7606521712929153,583.7952376646357,4124.875213227523,198100.4596930851,60,Home,1,Approved
30.187655167271892,12009.633831578485,Unemployed,0.8216706989787983,551.6657586939059,1397.207069956936,84067.4368210494,36,Vehicle,0,Rejected
36.38047497950635,59246.02218944623,Salaried,4.559794523209534,728.3418124595008,6432.24424822725,414722.1553261236,48,Other,1,Approved
32.087532434936826,57318.26317164513,Salaried,2.6107961548492833,700.6176968263749,3358.3954893568007,315250.4474440482,36,Vehicle,1,Approved
28.9678687643841,13050.367055239934,Student,5.397352532335033,651.7847206547909,1358.5719368420187,91352.56938667953,60,Home,1,Approved
24.54133667807941,10641.41546069751,Unemployed,4.5813220367908984,540.146554335442,1694.8930990938607,74489.90822488257,60,Personal,0,Rejected
39.41686142262988,56293.51899914503,Salaried,7.309230100322626,747.8508974974568,10193.320870682375,253320.83549615263,60,Business,1,Approved
57.95258679396229,65807.55619439358,Self-Employed,0.0,705.5775353096467,3646.793379761901,361941.5590691647,36,Vehicle,1,Approved
61.81958977036309,36828.34132116205,Self-Employed,3.073464505953666,685.3263296782881,19555.711815239054,128899.19462406717,84,Vehicle,1,Approved
44.52798962334627,68158.5570452431,Salaried,3.591339803492609,641.3189844770362,5699.785919032057,238554.94965835084,48,Vehicle,1,Approved
42.9995885173551,17746.067800388304,Unemployed,0.0,502.617805387722,10164.999282748033,124222.47460271812,48,Personal,1,Approved
25.411564487320547,14398.413582964251,Unemployed,0.0,553.341443917829,3188.7784797317127,79191.27470630337,36,Education,0,Rejected
30.98573384640784,70063.16221776535,Salaried,4.780636550565579,721.7538137416321,16519.887690120926,175157.90554441337,72,Personal,1,Approved
22.28193297188684,24396.429169897132,Student,1.199823687506697,530.4774471678686,3207.746897370809,60991.07292474283,48,Personal,0,Rejected
43.989587884314226,79961.83230412484,Salaried,0.0,656.5242063967713,7124.564504820376,279866.4130644369,84,Education,1,Approved
47.356076346170184,69844.50584751746,Salaried,3.5352543474720344,747.3206062262183,15183.422258516403,174611.26461879365,84,Business,1,Approved
20.816489172399173,15677.580876687618,Student,0.926709392120002,578.0608233313651,1890.7015018567056,141098.22789018857,60,Home,0,Rejected
48.06310413687532,47258.15938886404,Self-Employed,18.7400187715035,755.3845900500087,6917.182459988747,259919.87663875223,24,Business,1,Approved
35.773637496635,77349.66192381705,Salaried,12.702165489484075,796.768150017,5552.749564161088,541447.6334667194,48,Personal,1,Approved
20.904435009652826,11483.117952773184,Student,2.4765381078650686,559.7865055132158,1593.0389206033365,63157.14874025251,48,Business,0,Rejected
27.555216748369386,10316.594233831638,Student,3.237382178173215,505.6953189466245,747.775951153481,72216.15963682147,60,Home,0,Rejected
43.18899108457226,45623.519539759116,Self-Employed,0.0,627.3266002591033,6474.512697113554,159682.3183891569,84,Vehicle,1,Approved
46.27123073077647,82241.38496391255,Salaried,9.65173761938674,775.8103573991209,3897.1521906054622,452327.617301519,36,Business,1,Approved
46.09664780837795,69488.00411215544,Salaried,7.095723079050711,703.3257412693346,13681.944998409868,243208.01439254405,12,Business,1,Approved
22.589684351623788,66179.76448815453,Salaried,11.419402220728902,760.4135096384675,10405.795732015511,297808.9401966954,60,Business,1,Approved
43.92601819793823,100502.27587555574,Salaried,11.322743881240726,797.6798553890497,7925.696426572903,552762.5173155566,48,Business,1,Approved
36.57805545314451,28753.104669647786,Self-Employed,7.806385399651756,701.8314498212847,3010.9362802636842,158142.07568306284,60,Personal,1,Approved
39.33549011636205,19298.593146093204,Unemployed,1.762713478312618,582.8832138658644,7730.614924747806,173687.33831483882,24,Home,0,Rejected
33.27297554955236,22881.852106400802,Unemployed,1.3388396629349675,560.2650077632373,4050.6316698430396,102968.3344788036,60,Other,0,Rejected
24.59126228184116,98908.20049498019,Salaried,6.403888370909165,694.5465568666385,13167.133376218648,1186898.4059397622,72,Education,1,Approved
46.514225659952885,17269.651296853135,Unemployed,0.0,486.96490420777667,5992.42868349741,77713.43083583911,36,Education,0,Rejected
62.34280673534245,73729.8087535951,Salaried,4.669881027836542,755.425486834584,9631.874290191001,405513.9481447731,48,Personal,1,Approved
40.381391815872846,66739.9269106173,Salaried,0.0,659.1353520888987,7494.229008771658,300329.67109777784,60,Business,1,Approved
40.055081245016275,28071.80956707688,Unemployed,0.0,505.86234477969725,22408.06794990458,196502.66696953817,12,Vehicle,0,Rejected
27.131972758860144,80404.4500310833,Salaried,11.917069924066077,780.2968831470259,11648.902580602635,361820.02513987484,36,Other,1,Approved
51.99036506372572,12664.712548168529,Unemployed,0.13011713127239277,524.5043092597845,3757.8821256881442,31661.781370421322,12,Other,0,Rejected
25.075538681625897,17486.831470528865,Student,1.2729044909484086,485.39568256175744,2734.249162484144,78690.74161737988,84,Home,0,Rejected
22.15336098724688,20923.770326707956,Student,0.0,471.55246636486567,2185.5344279932215,94156.9664701858,60,Vehicle,0,Rejected
42.89704986792153,39447.01463817247,Self-Employed,2.8125927534142328,662.8706370758745,8499.895307125573,177511.5658717761,60,Personal,1,Approved
18.0,15954.007554092303,Student,1.090025172730297,580.7463386954529,1741.9427365148067,39885.018885230755,24,Other,0,Rejected
60.950292331573536,60256.26152484477,Self-Employed,3.7252137608802918,641.0615874714572,17384.930303025933,271153.1768618015,84,Personal,1,Approved
29.652156112930435,14240.644120562556,Student,1.1159605520926577,675.6255130406507,4331.3021936478,49842.254421968944,48,Home,1,Approved
41.48782318345632,88833.16033642704,Salaried,0.0,649.700684401771,10414.431003247624,399749.2215139217,24,Home,1,Approved
29.87055374921846,69190.35252633854,Salaried,10.063840852598066,703.9281341598735,18852.96126341144,311356.5863685234,36,Other,1,Approved
38.169541857792936,72324.58459293444,Salaried,7.125084522798775,724.7996360617075,16887.46473984714,397785.2152611394,60,Vehicle,0,Rejected
28.31634519712102,37163.97086256481,Salaried,7.129261884750299,698.3227736092141,4304.661652606751,130073.89801897685,24,Business,1,Approved
29.703141812567324,15679.599955215603,Unemployed,0.7171703853305493,602.6642138758782,3361.964618955016,54878.59984325461,24,Business,0,Rejected
23.607951259457572,20100.664135565465,Student,2.679972185104602,667.3249569713245,2902.722365835134,70352.32447447913,60,Business,1,Approved
35.90241794807427,22668.363163265123,Self-Employed,12.435461299734559,708.8822696397939,3326.638463214363,124675.99739795818,48,Education,1,Approved
36.53872668517769,74529.56287307986,Self-Employed,8.900185053499676,712.9885627819816,9843.9978591703,670766.0658577188,84,Vehicle,1,Approved
36.82390607295892,75901.19331505145,Salaried,0.0,703.9194662821615,12103.95422795209,189752.98328762862,48,Business,1,Approved
44.46992012454789,33810.26593754633,Self-Employed,7.26348244388805,699.0711819802211,7445.376221401013,152146.1967189585,48,Personal,1,Approved
28.377811005222185,22507.73375823265,Student,0.0,511.26799120014164,4461.246572719048,157554.13630762856,60,Personal,0,Rejected
38.53938721505589,47379.538692371054,Self-Employed,0.546616169532629,674.3147685174725,4143.928547140577,331656.7708465974,84,Personal,1,Approved
37.93694490825088,67845.13435771073,Self-Employed,10.566374522356032,660.6949392008828,12374.292685235709,237457.97025198757,48,Personal,1,Approved
26.653217250591087,62306.699385681466,Self-Employed,9.17997865480241,680.229042722543,12612.681973599418,155766.74846420367,48,Personal,1,Approved
53.55401008258922,98841.04380793095,Self-Employed,1.4697449986649458,664.3713310883161,13002.775483371517,345943.6533277583,24,Vehicle,1,Approved
47.17383258532772,72216.25813624228,Salaried,4.51405834112758,774.8596902730469,71502.74549443397,180540.6453406057,24,Vehicle,1,Approved
20.870899676187435,6887.064182894639,Student,1.9701984865071553,536.8152901691966,555.3135501358406,48209.44928026247,36,Business,0,Rejected
26.39684935495404,14738.301881615682,Unemployed,2.2920070234181344,585.2288382744821,1876.955741491166,51584.056585654886,84,Home,0,Rejected
46.74142991687068,95689.08483781182,Salaried,0.0,611.710493984886,11572.205212260786,334911.7969323414,48,Education,1,Approved
47.5189568952772,80786.16344723522,Salaried,11.303592436469842,694.1781491494977,8755.016664380546,201965.40861808805,36,Education,1,Approved
36.04972997863388,75108.81115434547,Salaried,13.169887075803945,772.6930493104967,10842.308890596321,413098.4613489001,48,Personal,1,Approved
29.068829937608637,27677.753627627135,Student,3.435595661476264,661.1503681655195,2506.417300895931,124549.8913243221,60,Personal,1,Approved
41.03237891348319,79769.62662812136,Salaried,6.2604046785201355,717.5677649774639,9515.33148629723,199424.0665703034,12,Business,1,Approved
46.54670525626499,26941.78170095919,Self-Employed,12.666778983355481,764.8567595821276,1489.2266120469467,94296.23595335716,24,Vehicle,1,Approved
37.175208341254084,100121.01906543336,Salaried,0.0,681.9182519937731,10166.533109466027,1200000.0,84,Personal,1,Approved
32.69526070827762,18128.489388072758,Unemployed,0.35323615969994154,491.9748660765092,723.8123351127956,63449.71285825465,48,Personal,0,Rejected
39.06858729472283,82202.59025781023,Salaried,8.014495285809362,741.6507872326156,3503.95194105474,452114.24641795625,24,Education,1,Approved
23.155558059795734,24566.114572080452,Student,0.5529377599871803,595.263460728086,5891.754211402259,171962.80200456316,60,Education,0,Rejected
25.54122941036585,65999.04862244733,Salaried,5.892415052415383,700.0560516989929,25547.1176532413,230996.67017856566,36,Home,1,Approved
39.058616759094804,81829.24817656244,Salaried,10.858539214993826,734.3988534237468,22102.72002996491,286402.3686179685,60,Personal,1,Approved
49.02171344908446,81168.19252707157,Salaried,5.552216639704508,735.1506964752557,12901.234355033019,446425.05889889365,36,Personal,1,Approved
54.84276747297926,44078.109838074815,Self-Employed,5.183368590922903,725.2548599263122,4723.391289755831,308546.7688665237,24,Business,1,Approved
35.95982035460543,50262.26868592168,Self-Employed,2.840064641004116,692.8346753520212,6968.615102047039,603147.2242310601,60,Education,1,Approved
29.818475506735695,25716.30083076994,Unemployed,3.565057386956166,628.8659439441132,5812.262467127724,64290.752076924844,12,Vehicle,0,Rejected
34.96551750464743,75347.62929953774,Salaried,8.878717995746081,740.3926689496441,10728.415266174408,527433.4050967642,60,Personal,1,Approved
32.872109369239716,34877.27453392356,Unemployed,0.0,533.9104842895807,4718.807069214284,244140.92173746493,60,Home,0,Rejected
34.93418513719929,27656.285125899234,Student,1.4354910792399798,588.929152989277,8008.883229315457,152109.5681924458,48,Vehicle,0,Rejected
37.63743423216097,87248.85502956889,Salaried,2.9636507586812026,683.7046985892467,13837.035939410607,392619.84763306,48,Education,1,Approved
32.12038565097858,82324.60908387131,Salaried,3.454695784647705,718.5456781807568,16434.152738521807,370460.74087742093,36,Personal,1,Approved
41.7535570598061,50661.80778794357,Self-Employed,13.44058468284668,747.0015882109402,13973.93723104292,227978.13504574608,60,Personal,1,Approved
39.09165793199169,95662.99421483433,Salaried,8.367171853318945,774.8060602551801,15387.330024304138,430483.47396675445,72,Home,1,Approved
53.9107556086091,47263.50956710217,Self-Employed,7.47781456385818,668.3512987928699,13100.21377377764,425371.58610391954,48,Personal,1,Approved
35.04943534288837,66012.72917819177,Salaried,12.083581745261917,742.0474539568969,11645.817450442642,297057.28130186297,36,Vehicle,1,Approved
28.010769651752987,28567.88635899742,Student,2.2819632707013056,601.9165520288794,8115.389074441415,99987.60225649097,12,Business,0,Rejected
45.53453032364279,66187.56244311397,Salaried,8.078470663125717,714.5081529150201,47414.364250491795,364031.59343712684,36,Home,1,Approved
29.313811379799134,92973.20360997393,Salaried,2.201964689768973,718.7008127005124,10604.463760299483,325406.2126349088,60,Vehicle,1,Approved
45.2702607624424,89896.71948045335,Salaried,12.091390964003054,768.8994868777806,19280.451023350353,224741.79870113338,60,Personal,1,Approved
48.1023412168746,81495.07770117145,Salaried,10.984386026673782,823.9970105703693,999.2070021577638,448222.927356443,36,Education,1,Approved
31.198117318296365,91977.6657777439,Salaried,12.777015163350502,733.1562226131005,39353.89111202281,321921.8302221036,60,Personal,1,Approved
49.50915294748118,114624.93266243853,Self-Employed,4.721281080845549,665.7499457745207,69468.97548681585,401187.2643185349,84,Education,1,Approved
29.175311374097525,34555.16685674539,Student,0.0,577.3556965538056,4575.728109429734,86387.91714186347,24,Personal,0,Rejected
39.93279680678242,3438.545227800234,Unemployed,3.0957063499992916,543.4033719083268,672.9020524830675,15473.453525101053,36,Education,0,Rejected
30.86078586446468,56016.1456469604,Salaried,4.379947364933598,612.3060650748018,7371.075586598504,252072.65541132182,24,Other,0,Rejected
43.27542655549909,86361.12698841056,Salaried,0.0,720.0875987657116,19416.87867902784,1036333.5238609267,36,Home,1,Approved
36.18325050228892,86823.7130012591,Salaried,10.609278396928804,750.4476064563405,9443.059440073968,390706.70850566594,60,Personal,1,Approved
43.06730082433618,48787.01596524047,Self-Employed,4.83953217523722,672.7883025619102,7943.738343038966,170754.55587834163,60,Vehicle,1,Approved
48.151862042286396,94793.07947419808,Salaried,15.663739756216001,801.9149320824995,13228.352846969292,331775.7781596933,60,Personal,1,Approved
38.87497483556674,24144.893944530406,Unemployed,0.49155779962044915,515.4093425572507,2827.6958308355506,108652.02275038682,60,Home,0,Rejected
25.988575755291485,20917.863846945318,Unemployed,0.0,536.0140713700883,1924.796010707749,115048.25115819924,60,Home,0,Rejected
44.111219380052525,39109.79834043876,Self-Employed,9.508661553255457,796.9841102018321,5143.047508145825,136884.29419153568,36,Other,1,Approved
58.65768270862141,88925.63375713638,Self-Employed,9.531900732122928,716.9652153922706,9975.831261806263,311239.7181499773,60,Home,1,Approved
38.55252406552153,90728.1897486222,Salaried,6.67317084865617,695.8250164903781,12028.758682905196,317548.6641201777,12,Business,1,Approved
30.021370423397016,24267.634084847778,Unemployed,0.0,501.9295478626481,11675.5312743041,218408.70676363,24,Education,0,Rejected
22.13400735978787,21963.40720179926,Student,0.5378549503239789,590.7018592320842,4415.159747730298,54908.518004498146,36,Personal,0,Rejected
35.28710103513304,63423.72143034052,Salaried,6.068413901004368,707.8251626907136,8562.974038207198,221983.0250061918,24,Home,1,Approved
38.95068895470554,89144.3197939129,Salaried,8.747580412356257,712.7474276769527,31360.261399561903,222860.79948478227,36,Home,1,Approved
59.00866471651656,41294.210592191426,Self-Employed,0.0,623.5825634422115,3560.612626134177,144529.73707267,36,Personal,1,Approved
47.817745595649114,43544.13059430955,Salaried,5.162213005167646,625.6509805563462,4790.021298054537,195948.58767439297,48,Education,1,Approved
48.740712618269896,94596.94923755436,Salaried,12.429476778713841,830.09122827252,54592.731307395145,520283.220806549,48,Education,1,Approved
18.9547864878964,25422.54813031768,Student,1.334110549743925,605.8266142255203,2673.0510801990777,139824.01471674722,36,Personal,0,Rejected
24.572106933107463,5921.715256910733,Unemployed,2.6850328805878214,542.8285122341259,2283.811839060604,20726.003399187564,12,Education,0,Rejected
65.0,13275.546415397997,Unemployed,2.4189002021033685,573.3303521024433,2213.3606879373447,92928.82490778598,48,Home,0,Rejected
35.77691234259492,62501.88943515394,Salaried,5.8516127672177305,631.0097568738588,4389.6035723474715,343760.3918933467,12,Personal,0,Rejected
23.777259789400023,22047.905744065305,Student,3.1383561141924505,661.9921137109483,2039.6879181743939,198431.15169658774,72,Home,0,Rejected
27.276550987900027,7664.196983510365,Student,2.844695323996704,597.5442102684743,2935.1437340852117,91970.36380212437,84,Home,0,Rejected
34.35158214403209,66606.41440788472,Salaried,8.023015016010774,623.4000833623398,3785.97245396296,466244.90085519303,48,Education,1,Approved
38.22170721269208,113677.0295607507,Salaried,13.293419609900969,736.4556433329143,43445.8578969419,1023093.2660467563,36,Home,1,Approved
59.91622746205688,15830.208097454406,Unemployed,0.8225305378497066,581.245589616396,3041.592117394656,55405.72834109042,60,Education,0,Rejected
43.658275248454544,67045.65549389996,Salaried,13.299251270355402,791.912818093741,7408.406543455078,301705.4497225498,12,Education,1,Approved
50.63450271512361,114672.44013057438,Self-Employed,5.602588810653092,674.476635087712,33883.39374089833,630698.4207181591,48,Personal,1,Approved
44.24287665198151,62342.48223949515,Salaried,5.017906228514613,665.4345288976012,7777.771722514204,218198.68783823302,36,Business,1,Approved
48.670835786758914,56608.70061873687,Salaried,13.115165473280703,738.3263355187225,13941.875210867815,254739.1527843159,36,Home,1,Approved
21.86487017303817,5000.0,Student,2.7405893384676103,606.6940268049229,607.5047276994595,35000.0,48,Home,0,Rejected
20.0,17783.527203275335,Unemployed,0.0,621.2681077968465,8148.121771843385,97809.39961801434,60,Education,0,Rejected
30.387883002520955,13127.095426491891,Unemployed,2.3106591692719887,481.3126895284745,1096.4630759140991,32817.73856622973,60,Home,0,Rejected
25.126852097696478,28401.22226706829,Student,0.0,597.0720438128693,14151.418171122508,127805.5002018073,60,Personal,0,Rejected
44.09525026697768,82134.2453440379,Salaried,0.0,614.2442684754498,32959.4124946224,369604.10404817056,12,Home,1,Approved
37.5654374384965,126906.26389664295,Salaried,8.900123785638534,740.5543389498162,52214.23374009978,697984.4514315362,36,Home,1,Approved
25.458228247116672,83721.81357097019,Self-Employed,2.140832236766343,632.8019353054777,17748.895918075417,293026.34749839565,24,Home,1,Approved
40.55046382957226,55888.36307633034,Salaried,8.557940594719355,754.8362889706549,3504.725591559521,195609.27076715618,60,Personal,1,Approved
45.6254166129503,82210.35582829325,Salaried,1.9697833909626974,676.6071080966353,16769.20547392189,575472.4907980527,36,Vehicle,1,Approved
28.88522179827961,76482.74901135333,Salaried,12.245631531670787,743.854185056307,33148.3841712917,344172.37055109,24,Other,1,Approved
40.97131294559432,22271.42079739327,Unemployed,0.0,523.6158008478391,7142.424343506002,100221.39358826973,60,Education,0,Rejected
37.8731399040285,53170.79326670786,Salaried,9.129111443147437,719.905860813947,16412.033297255715,239268.56970018536,36,Personal,1,Approved
28.874179466838182,15788.73978936384,Student,0.0,581.6489066440953,9086.81808297296,55260.58926277344,36,Business,0,Rejected
34.73147025194102,101109.66042924472,Self-Employed,0.0,675.5526952448822,16317.681838861432,909986.9438632025,48,Personal,1,Approved
50.89992462337996,55333.60069351972,Salaried,5.166889326730866,627.9164917394999,16204.018207617473,249001.20312083873,12,Home,1,Approved
50.39564524317486,49687.55943173456,Self-Employed,6.624625940721059,697.115937937288,5380.865979448568,447188.03488561104,24,Home,1,Approved
29.736507585051406,30456.42031176833,Student,2.3925908440739594,644.0949956341717,5918.732531619887,106597.47109118915,24,Personal,0,Rejected
27.2206046089958,76045.75852023165,Salaried,3.741794724820698,770.6441052469114,34713.76867861408,532320.3096416215,84,Other,1,Approved
47.30325997623605,60103.43275971035,Self-Employed,14.558646611342501,786.0024024100594,4959.338695579084,210362.0146589862,48,Personal,1,Approved
23.00402947821779,31727.670519213076,Unemployed,0.09921187948603716,606.6987063634634,9379.50428862472,79319.17629803269,60,Home,0,Rejected
26.73260261455744,13179.651123023383,Student,0.0,572.5486856118821,3303.3900548433326,72488.0811766286,12,Education,0,Rejected
51.83345696116881,55975.29793197321,Salaried,10.174929318919109,719.703898208843,6098.293791233572,307864.13862585265,48,Home,1,Approved
33.856854810724755,17367.38243200165,Salaried,5.612925493866372,694.8386286521293,2882.9372432158207,78153.22094400742,84,Vehicle,1,Approved
35.23991395374792,78093.55339471012,Salaried,3.5176103048147604,596.0082362280087,9531.301823934818,351420.9902761956,60,Home,1,Approved
40.18366772339834,72567.04219945415,Salaried,5.3067218040139235,675.4020898850338,15622.587972773305,870804.5063934498,36,Business,1,Approved
48.34791144662775,62947.4555408054,Salaried,10.215345690501454,749.6390961687662,49969.40101828263,346211.0054744297,36,Business,1,Approved
33.624411604654355,79344.77758564152,Self-Employed,1.222688118686638,692.3704927726407,14262.646941450166,952137.3310276982,84,Education,1,Approved
37.25106453071917,61059.12689939456,Salaried,9.660634722446474,722.7157807290042,16071.028340231527,213706.94414788097,84,Home,1,Approved
46.995315464994064,94596.80537956565,Salaried,8.650927868406164,745.2436780306388,2279.6966074922275,662177.6376569595,60,Home,1,Approved
46.15744806968779,67736.2144136964,Salaried,5.903200191402265,714.3271917119564,11455.09948693996,237076.7504479374,12,Personal,1,Approved
39.75179287620811,3000.0,Unemployed,1.005113756045228,574.1642216916514,2225.165840013025,16500.0,84,Business,0,Rejected
27.800516580095852,97162.39748528218,Self-Employed,7.74075168101906,763.9969969258832,10204.998652216815,437230.7886837698,24,Vehicle,1,Approved
49.56944934267248,87439.32290564332,Self-Employed,8.535624001708175,672.082715342298,14201.70566197383,480916.2759810382,36,Home,1,Approved
22.196862913267992,26539.4825631642,Student,2.103067182729696,693.0306868700078,6999.115484113323,119427.6715342389,24,Home,0,Rejected
32.14788704034015,64365.424663812366,Salaried,7.3989009130722945,759.2158883147999,14672.74689500202,289644.4109871556,60,Other,0,Rejected
40.735429483335885,60138.73822924989,Salaried,5.14575744057729,716.1735686562464,12113.425745399127,210485.5838023746,12,Home,1,Approved
34.557396439246155,87509.51390288406,Self-Employed,13.271026539152604,772.4534409096996,34493.756672931275,787585.6251259566,48,Home,1,Approved
39.96968755643519,24993.536521414575,Unemployed,0.0,524.7906197222745,2794.405753904467,62483.841303536436,24,Home,0,Rejected
38.3772951568847,83358.57922554348,Salaried,0.0,729.0939516021147,16935.66836826209,375113.6065149456,12,Business,1,Approved
36.91533503681197,58907.480751878604,Salaried,6.8962540754724175,763.5173123904515,17404.027950919608,323991.1441353323,60,Business,1,Approved
35.80015576892489,95956.96838212627,Salaried,6.706967105004571,713.6144124434408,20193.407379660493,431806.35771956824,48,Home,1,Approved
27.881991923454922,13038.78795842374,Student,2.0385552495264685,609.6475393245566,6691.439743879488,71713.33377133057,36,Other,0,Rejected
35.34559369378408,77578.8074110371,Salaried,1.4441356043745674,701.209593478645,10844.99382201209,930945.6889324451,36,Home,1,Approved
44.067263337268656,63285.73646493588,Salaried,2.8560603083547678,650.3328090953364,7344.777984574112,284785.8140922114,60,Vehicle,1,Approved
33.30848066013267,56915.65627638278,Salaried,11.13566801353019,744.7222633655653,7753.5168165593295,313036.1095201053,12,Vehicle,1,Approved
40.510121639933715,52264.84310409091,Self-Employed,9.914389001861458,656.8198808209797,21873.044750388977,130662.10776022729,48,Education,1,Approved
